Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
Goldstar,Men Thong Flip-Flops,₹454,MRP ₹1299,(65% OFF),3.3,7 Ratings,"A pair of black solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action,Men Lightweight Thong Flip-Flops,₹721,MRP ₹1899,(62% OFF),3.8,23 Ratings,"A pair of blue solid thong flip-flops 
PU upper
Cushioned footbed
Patterned synthetic outsole
Lightweight technology",PU,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
ABROS,Men Textured Thong Flip-Flops,₹459,MRP ₹469,(2% OFF),4.7,7 Ratings,"A pair of navy blue and white textured thong flip-flops
Fabric upper
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Solid,TPR,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
ABROS,Men Fabric Thong Flip-Flops,₹459,MRP ₹469,(2% OFF),4.7,7 Ratings,"A pair of olive green textured thong flip-flops
Fabric upper
Cushioned footbed
Patterned TPR outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,TPR,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
Khadims,Men Brown Thong Flip-Flops,₹899,MRP ₹1199,(25% OFF),3.9,8 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Brown Thong Flip-Flops,₹621,MRP ₹829,(25% OFF),3,8 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹1000,MRP ₹1299,(23% OFF),4.2,31 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
CHUPPS,Men Kaleen Flip Flops,₹449,MRP ₹899,(50% OFF),4.6,12 Ratings,"A pair of navy blue & yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,6 months,,,,,
ABROS,Men Maroon Thong Flip-Flops,₹532,MRP ₹549,(3% OFF),4.3,102 Ratings,"A pair of maroon solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
CARTAGO,Men Black Thong Flip-Flops,₹399,MRP ₹1699,(Rs. 1300 OFF),4.1,18 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Hush Puppies,Men Thong Flip-Flops,₹1199,MRP ₹1499,(20% OFF),4.1,19 Ratings,"A pair of black solid thong flip-flops
Pu upper
Cushioned footbed
Patterned tpr outsole",PU,Casual,Solid,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/9/2/4a87c3d2-81a6-4924-b193-48bde7118e8d1725261852474-BIS-Certificate---Myntra-Jabong-India-Pvt.-Ltd--2-_page-0001.jpg,1234567,31/07/2026,,
Hush Puppies,Men Thong Flip-Flops,₹2294,MRP ₹2699,(15% OFF),4.5,17 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/9/2/4a87c3d2-81a6-4924-b193-48bde7118e8d1725261852474-BIS-Certificate---Myntra-Jabong-India-Pvt.-Ltd--2-_page-0001.jpg,1234567,31/07/2026,,
Aqualite,Men Printed Thong Flip-Flops,₹433,MRP ₹699,(Rs. 266 OFF),4.5,6 Ratings,"A pair of coffee brown and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),4,6 Ratings,"A pair of yellow and black printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
ALDO,Men Textured Thong Flip-Flops,₹2999,MRP ₹5999,(50% OFF),3.3,6 Ratings,"A pair of navy blue textured thong flip-flops
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Duke,Men Colourblocked Thong Flip-Flops,₹299,MRP ₹499,(40% OFF),4,101 Ratings,"A pair of navy blue,red and white colourblocked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,15 days,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),3.4,5 Ratings,"A pair of green and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),3.4,5 Ratings,"A pair of blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹292,MRP ₹329,(11% OFF),4.1,669 Ratings,"A pair of green and black printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
SCENTRA,Men Perforated Thong Flip-Flops,₹223,MRP ₹799,(72% OFF),4.1,72 Ratings,"A pair of red and black perforated thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Printed Thong Flip-Flops,₹909,MRP ₹1299,(30% OFF),4.4,5 Ratings,"A pair of navy blue printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Red Tape,Men Thong Flip-Flops,₹979,MRP ₹3499,(72% OFF),4.4,184 Ratings,"A pair of blue and grey solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Woodland,Men Textured Thong Flip-Flops,₹524,MRP ₹699,(25% OFF),4.5,8 Ratings,"A pair of grey textured thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Puma,Men Griptex Flip Flops,₹799,MRP ₹999,(20% OFF),4.3,557 Ratings,"PRODUCT DESIGN DETAILS :
A pair of navy blue & grey printed flip flops
Weight: Lightweight
Materials: Synthetic
Warranty: 3 Months
Warranty provided by Brand Owner/Manufacturer
ABOUT THE PRODUCT : Slide into summer with the PUMA Griptex Men's Flip-Flops, perfect for beach days and poolside lounging. Adorned with a lively tropical graphic, these slides encapsulate the spirit of sun-soaked adventures. The synthetic thong strap ensures a comfy fit, while grooves on the outsole offers optimum grip",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/19/b980d608-95eb-48a0-8657-e5f40c2f7d291724051134951-PUMA-22_page-0001.jpg,1234567,31/07/2026,,
One8,Men Textured Thong Flip-Flops,₹899,MRP ₹999,(10% OFF),4.1,94 Ratings,"A pair of blue self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Self Design,TPR,Regular,Thong Flip-Flops,,,,,,
One8,Men Printed Thong Flip-Flops,₹1424,MRP ₹1499,(5% OFF),4.7,6 Ratings,"A pair of navy blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Rubber Thong Flip-Flops,₹492,MRP ₹895,(45% OFF),4.7,12 Ratings,"A pair of olive green and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Floatz,Men Rubber Thong Flip-Flops,₹1274,MRP ₹1499,(15% OFF),4.4,247 Ratings,"A pair of navy blue and white solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Rubber Thong Flip-Flops,₹497,MRP ₹995,(50% OFF),3.4,22 Ratings,"A pair of black and red solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Bata,Men Rubber Thong Flip-Flops,₹1234,MRP ₹1299,(5% OFF),4.2,32 Ratings,"A pair of brown solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned pvc outsole",Rubber,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Thong Flip-Flops with Brand Logo Detail,₹594,MRP ₹849,(30% OFF),4.6,9 Ratings,"A pair of brown and navy blue thong flip-flops with brand logo detail 
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/ manufacturer",Rubber,Casual,Self Design,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Woodland,Men Textured Thong Flip-Flops,₹591,MRP ₹845,(30% OFF),4.8,28 Ratings,"A pair of navy blue textured thong flip-flops with slip-on closure
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Self Design,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Roadster,The Lifestyle Co. Men Thong Flip-Flops,₹482,MRP ₹2299,(79% OFF),4,55 Ratings,"A pair of grey solid thong flip flops
Synthetic upper material
Cushioned footbed
EVA outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Thong Flip-Flops,₹486,MRP ₹695,(30% OFF),4.1,94 Ratings,"A pair of black and red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned EVAoutsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.4,23 Ratings,"A pair of navy blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Khadims,Men Black Thong Flip-Flops,₹703,MRP ₹879,(20% OFF),4.2,18 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Thong Flip-Flops,₹477,MRP ₹795,(40% OFF),3.5,40 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned EVA outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Bata,Men Blue Thong Flip-Flops,₹539,MRP ₹599,(10% OFF),4.2,18 Ratings,"A pair of blue thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
CASSIEY,Men Flip Flops,₹699,MRP ₹999,(Rs. 300 OFF),3.9,52 Ratings,Lightweight - these summer sandals are unisex. Put on these lightweight sandals and go to the beach with the family for a series of water activities. Perfect summer slippers and water sandals for men and women. Non-slip sole - These comfortable Clog Shoes are ideal for you heading to walking.,Croslite,Casual,Solid,EVA,Regular,Clogs,,,,,,
NEOZ,Men Levirex Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.7,7 Ratings,"A pair of white solid thong flip-flops
Synthetic upper
Synthetic upper
Cushioned footbed
Patterned synthetic outsole
Levirex",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
Big Fox,Men Thong Flip-Flops,₹949,MRP ₹2499,(62% OFF),3.9,213 Ratings,"A pair of tan and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Red Tape,Men Thong Flip-Flops,₹979,MRP ₹3499,(72% OFF),3.8,25 Ratings,"A pair of black solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand/manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Woodland,Men Striped Thong Flip-Flops,₹556,MRP ₹795,(30% OFF),4.3,99 Ratings,"A pair of black and white striped thong flip-flops with brand logo print detail
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Woodland,Men Thong Flip-Flops,₹551,MRP ₹849,(35% OFF),4.1,170 Ratings,"A pair of green solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Big Fox,Men Thong Flip-Flops,₹899,MRP ₹2499,(64% OFF),4,42 Ratings,"A pair of black and white solid thong flip-flop
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Textured Thong Flip-Flops,₹419,MRP ₹599,(30% OFF),3.9,93 Ratings,"A pair of navy blue and yellow textured thong flip-flops
Croslite upper
Cushioned footbed
Patterned tpr outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Croslite,Casual,Solid,TPR,Regular,Thong Flip-Flops,15 days,,,,,
Action,Men Rubber Thong Flip-Flops,₹464,MRP ₹499,(7% OFF),4.4,42 Ratings,"A pair of navy blue and white self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
CARTAGO,Men Brown Thong Flip-Flops,₹399,MRP ₹1999,(Rs. 1600 OFF),3.9,8 Ratings,"A pair of brown self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Printed Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4,8 Ratings,"A pair of red and black printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
max,Men Thong Flip-Flops,₹399,MRP ₹499,(20% OFF),3.9,74 Ratings,"A pair of navy blue and white self design thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.3,10 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4,12 Ratings,"A pair of grey and green printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Bata,Men Blue Solid Flip Flops,₹679,MRP ₹799,(15% OFF),4,70 Ratings,"A pair of blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
max,Men Textured Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.2,54 Ratings,"A pair of black textured thong flip-flops
PU upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹356,MRP ₹549,(35% OFF),3.8,75 Ratings,"A pair of black printed thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand manufacturer",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,,,,,
U.S. Polo Assn.,Men Thong Flip-Flops,₹719,MRP ₹1199,(40% OFF),4.2,302 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned EVA outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/20/19f81783-0c43-4737-9571-093694a44d061724158008312-Arrow_page-0001--1-.jpg,1234567,31/07/2026,,
FAUSTO,Men Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),3.7,7 Ratings,"A pair of solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
hummel,Men Printed Thong Flip-Flops,₹1034,MRP ₹2299,(55% OFF),4.4,16 Ratings,"A pair of black,orange and grey printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Textured Thong Flip-Flops,₹324,MRP ₹499,(35% OFF),4.1,248 Ratings,"A pair of blue and white textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Thong Flip-Flops,₹639,MRP ₹799,(20% OFF),3.7,14 Ratings,"A pair of blue and black self design thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
Reebok,Men Reinvented Thong Flip-Flops,₹899,MRP ₹1799,(50% OFF),4.1,23 Ratings,"PRODUCT DESIGN DETAILS:
A pair of black and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
ABOUT THE PRODUCT:
Enjoy sunny days by the pool or in the sand * These flip-flops pamper your feet with a comfortable, quick-drying cushion while providing durability with a tough outsole.",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),3.7,7 Ratings,"A pair of solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹479,MRP ₹799,(40% OFF),4.5,37 Ratings,"A pair of tan printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,1 month,,,,,
VIV,Men Black Thong Flip-Flops,₹899,MRP ₹2999,(70% OFF),4,5 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,Vivaan International
Duke,Men Striped Thong Flip-Flops,₹359,MRP ₹599,(40% OFF),4.1,54 Ratings,"A pair of navy blue and white striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Striped,Rubber,Regular,Thong Flip-Flops,,,,,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.4,23 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Printed Thong Flip-Flops,₹404,MRP ₹449,(10% OFF),4.2,37 Ratings,"A pair of printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Striped Thong Flip-Flops,₹349,MRP ₹499,(30% OFF),4,205 Ratings,"A pair of sea green and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.7,14 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
COBB,Men Rubber Thong Flip-Flops,₹454,MRP ₹1299,(65% OFF),3.9,19 Ratings,"A pair of white solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
MOZAFIA,Men Thong Flip-Flops,₹798,MRP ₹1699,(53% OFF),3.9,16 Ratings,"A pair of olive green and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Peter England,Men Thong Flip-Flops,₹674,MRP ₹899,(25% OFF),3.6,40 Ratings,"A pair of black and red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Thong Flip-Flops,₹449,MRP ₹599,(25% OFF),3.2,6 Ratings,"A pair of solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹404,MRP ₹449,(10% OFF),4.2,37 Ratings,"A pair of printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Striped Thong Flip-Flops,₹359,MRP ₹599,(40% OFF),4.1,54 Ratings,"A pair of grey and blue striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Striped,Rubber,Regular,Thong Flip-Flops,,,,,,
