Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Arch Type,Cushioning,Warranty,Distance,Surface Type,Technology,Number of Items,Pronation for Running Shoes,Running Type,Package Contains
Liberty,Women Walking Shoes,₹1215,MRP ₹3199,(62% OFF),4.3,373 Ratings,"A pair of peach-coloured shoes, has mid-top Styling, slip-on detail
Upper synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand manufacturer",Walking,Synthetic,Slip-On,Mid-Top,Marking,No Cleats,Medium,Medium,14 days,Long,All-Rounder,,2,Neutral,Long Distance,1 pair of footwear
Red Tape,Women Navy Blue Mesh Walking Shoes,₹1739,MRP ₹5799,(70% OFF),4.2,1.5k Ratings,"A pair of navy blue walking shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days",Walking,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,45 days,,Soft,Memory Foam,,,,
Puma,Women FlexFocus Lite Modern Running Shoes,₹4399,MRP ₹5499,(20% OFF),4.6,74 Ratings,"PRODUCT STORY
This progressive runner features a sole that has plenty of flex grooves to support the ergonomic movements of your foot. The outsole has considered rubber zones for targeted grip, and midsole features our PUMALite foam technology, which is ultra lightweight. See you on your morning run!

SPECIAL TECHNOLOGY:
 SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
The upper of the shoes is made with at least 20% recycled materials and the bottom is made with at least 10% recycled materials.

PRODUCT DETAILS:
A pair of pink shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,Hard,,2,Neutral,Road Running,1 pair of sports shoes
Reebok,Unisex Court Clean Running Shoes,₹2989,MRP ₹4599,(35% OFF),4.3,147 Ratings,"Product Design Details
Main design: Synthetic Upper/ Rubber outsole
Brand color: FTWWHT/VECNAV/RBKG04
Lace-up Closure
Warranty: 3 months
Warranty provided by the Brand/Manufacturer
About Reebok Unisex Court Clean Running Shoes
Offering a pared-back look inspired by classic tennis styles, the Reebok Court Clean has a low-top silhouette with seamless Vector stripes. The minimalist style is finished with retro logos, a cushioned EVA sockliner and durable rubber cupsole.",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,2,,,A pair of shoes
Red Tape,Drift+ Women Mesh ETPU Walking Shoes,₹2309,MRP ₹7699,(70% OFF),3.8,11 Ratings,"A pair of grey shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days
Warranty provided by brand manufacturer",Walking,Mesh,Lace-Ups,Regular,Marking,No Cleats,,High,45 days,,Soft,,2,,,
Red Tape,Women Textile Walking Shoes,₹1529,MRP ₹5099,(70% OFF),4.2,423 Ratings,"FEATURES:
PERFORMANCE WITH COMFORT: Ideally designed for Everyday Comfort, These Sports Shoes for women are featured with Enhanced Comfort level which makes it perfect for Walking, Running and Daily Wear. It provides Dynamic Feet support and Arch Support to your feet.
SLIP-RESISTANT: It is made using High-Quality EVA Outsole featuring Slip-Resistance which negates the accidental falls or slip-ups.
BETTER-TRACTION: Designed for providing Maximum On-Ground Stability and Better Traction on different surfaces by providing the Enhance Grip.
LONG-LASTING: These shoes are made using High-Quality Material making it Long-Lasting and Durable.
PRODUCT DETAILS:
A pair of white walking shoes, has regular Styling, slip-on detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer
PRODUCT STORY:Emphasize on Quality & Excellence with this exclusive pair of Walking Shoes for Women by RedTape. Make an exquisite style statement with this exclusively designed pair of Comfortable Sports Shoes from Red Tape. Well-Crafted using a Breathable Knitted Upper and a comfortable EVA outsole providing Enhanced On-Ground Traction & Slip Resistance. It features a Memory Foam Insole perfect for Dynamic Feet Support and Firm Grip to your feet.",Walking,Textile,Slip-On,Regular,Non-Marking,No Cleats,,High,45 days,,Soft,,,,,
Puma,Unisex FlexFocus Lite Running Shoes,₹3849,MRP ₹5499,(30% OFF),4.4,447 Ratings,"Special Technology:
SoftFoam+ cushioned footbed for optimal comfort

Features:
A pair of blue shoes, has regular Styling, slip-on detail
Textile Upper
Cushioned footbed
Outsole: Zoned rubber coverage for durability and traction
Midsole: EVA foam
Textured and patterned outsole
Warranty: 3 months
Warranty provided by Brand/Manufacturer",Running,Textile,Slip-On,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,All-Rounder,,2,Neutral,Road Running,1 pair of sports shoes
Puma,Women SOFTRIDE One4all Running Shoes,₹4874,MRP ₹6499,(25% OFF),4.9,15 Ratings,"Product Story : Hit the road in style in the all-new SOFTRIDE One4all Women's Walking Shoes. Our SOFTRIDE+ EVA technology provides extreme cushioning for all-day comfort, while an eye-catching upper design is highlighted by metallic accents, bold branding, and distinctive lacing Details. Zoned rubber on the toe and heel provides traction to keep you light on your feet.

About SOFTRIDE : PUMA's SOFTRIDE technology represents an advancement in footwear comfort. It incorporates our softest foam, designed to deliver extreme cushioning that promotes sustained comfort throughout the day. The SOFTRIDE midsole, softer and lighter than traditional EVA, extends through the full length of the shoe. This innovative construction enhances the wearer's experience, providing lightweight support during daily activities.

Features & Benefits : SOFTRIDE: Soft foam designed for all-day cushioning and comfort, SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel

Details :
A pair of cream-coloured shoes
PUMA Cat logo on the toe and heel
PUMA wordmark on the side
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8 mm
Pull loops on the tongue and heel
Lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,,Low,3 months,Short,All-Rounder,,2,Neutral,Road Running,1-Pair of Sports Shoes
Red Tape,Women Walking Shoes,₹1979,MRP ₹6599,(70% OFF),4.1,573 Ratings,"A pair of black walking shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,,,Soft,,,,,
Campus,Women White Mesh Running Shoes,₹1804,MRP ₹1899,(5% OFF),4.4,3.4k Ratings,"A pair of white shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Red Tape,Women Comfortable & Slip-Resistant Mesh Walking Shoes,₹1679,MRP ₹5599,(70% OFF),4.3,158 Ratings,"A pair of peach-coloured & white shoes,has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer
BENEFITS
PERFORMANCE WITH COMFORT: Designed Carefully For Keeping Your Feet Relaxed All Day With Great Cool Sporty Looks.
SLIP RESISTANT: Made Up Of High-Quality EVA+TPU Sole Thus Giving You A High Intact Grip On Your Feet And Negating The Accident Falls And Slips.
LONG LASTING: These Sports Shoes Are Made Using High-Quality TEXTILE Material Making Them Long Lasting & Durable.
ON GROUND GRIP: Designed To Provide Maximum Ground Stability And Better Traction On Different Surfaces Along With Casual Looks.",Walking,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,,,Soft,,,,,
Red Tape,Women Navy Blue Mesh Walking Shoes,₹1769,MRP ₹5899,(70% OFF),4.5,2.7k Ratings,"A pair of navy blue shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days",Walking,Mesh,Lace-Ups,Regular,Marking,No Cleats,,High,45 days,,Soft,,,,,
Campus,Women Burgundy Mesh Running Shoes,₹1343,MRP ₹1399,(4% OFF),4.3,6.9k Ratings,"A pair of burgundy running shoes, has regular Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
CULT,Unisex Grey & Orange X1 Training Shoes,₹2099,MRP ₹4999,(58% OFF),4.4,352 Ratings,"A pair of running shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Rubber Sole Material
Warranty: 3 months
Warranty provided by brand/manufacturer
Features:

ENGINEERED MESH UPPER: The engineered mesh upper offers optimal breathability keeping your feet comfortable and sweat-free.

COMPRESSED EVA MIDSOLE: The EVA midsole offers lightweight cushioning and flexibility for comfort during training.

STABLE MIDSOLE PLATFORM: A wider and flatter midsole platform with a 4mm heel-to-toe drop provides stability and a grounded feel during workouts.

HIGH-ENERGY RETURN: Experience a high-energy return with our advanced technology, propelling you forward with each step for more efficient and dynamic performance.

CARBON RUBBER OUTSOLE: The rubber outsole with enhanced grip delivers superior traction and durability for various exercises, including squats, snatches, cleans, deadlifts, and more.",Training or Gym,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Low,3 months,Short,All-Rounder,,2,Neutral,,
Red Tape,Women Textile Walking Shoes,₹1559,MRP ₹5199,(70% OFF),4.3,762 Ratings,"PROUCT DETAILS-Rock the footwear perfect to wear with every outfit. Get your hands on the exclusive sports shoe designed with EVA outsole and Mesh upper material merged with PU material. The round toe shape helps in providing the perfect space for your feet.

A pair of black walking shoes, has regular Styling, slip-on detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days
Warranty is provided byb brand/manufacturer",Walking,Textile,Slip-On,Regular,Non-Marking,No Cleats,,High,45 days,,Soft,,,,,
HRX by Hrithik Roshan,Women Black & Fuchsia Slip-On Walking Shoes,₹1291,MRP ₹3799,(66% OFF),4.1,974 Ratings,"A pair of black and fuchsia walking shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,,2,,,
ADIDAS,Unisex Woven Design Round-Toe Switch Move Running Shoes with Striped Detail,₹4199,MRP ₹5999,(30% OFF),4.3,335 Ratings,"Special Technologies:
Adiwear outsole
Product Design Details:
Main material: Mesh upper/ rubber outsole
Brand colour: Core Black / Cloud White / Grey Six
Woven design
Classic 3-stripe detail
Regular fit
Lace-up closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by the brand owner/ manufacturer
About ADIDAS Unisex Woven Design Round-Toe Switch Move Running Shoes with Striped Detail
The easier your run feels, the farther you can go. These adidas running shoes cushion your stride with a lightweight EVA midsole. They're designed to deliver a smooth ride that enhances forward momentum so that every kilometre feels as good as the one before. The comfy mesh upper rides on an Adiwear outsole for optimum durability and grip. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Adiwear,2,Neutral,Road Running,1 pair of shoes
Nike,Air Winflo 10 Women's Lace-Ups Road Running Shoes,₹6086,MRP ₹8695,(30% OFF),4.5,80 Ratings,"A balanced ride to help kick-start your run, the Winflo 10 is great whether you're a creature of habit logging your weekly mileage, a rookie hoping to turn intrigue into routine or just joining a friend for a spontaneous weekend run. A neutral-support shoe with springy Nike Air, plus more space in the forefoot, leads to a comfortable, bouncy feel. It's ready-made for your runwhenever the road is calling your name.",Running,Textile,Lace-Ups,Mid-Top,Non-Marking,No Cleats,Medium,Medium,,Medium,Outdoor,Air,2,,Road Running,
HRX by Hrithik Roshan,Women Textile Walking Shoes,₹1018,MRP ₹3499,(Rs. 2481 OFF),4.3,55 Ratings,"A pair of blue shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Textile,Slip-On,Regular,Marking,No Cleats,,Medium,,,Indoor,,2,,,1 pair of women shoes
Red Tape,Women Beige Walking Shoes,₹2039,MRP ₹6799,(70% OFF),4.4,1.6k Ratings,"A pair of Beige shoes, has high-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Lace-Ups,High-Top,Non-Marking,No Cleats,,High,45 days,,Soft,,2,,,
Red Tape,Women Blue Woven Design Walking Shoes,₹1499,MRP ₹4999,(70% OFF),4.3,1.1k Ratings,"Blue Woven Design non marking Walking shoes with regular styling and lace up
No cleats
Textile upper material
memory foam technology
EVA outsole for keeping your comfortable.
Warranty:3 months as provided by the brand",Walking,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,45 days,,Outdoor,Memory Foam,,,,
New Balance,Women WT510XA5-B-5 Running Shoes,₹3439,MRP ₹4299,(20% OFF),4.2,43 Ratings,"Product Design Detail:
Main material: Mesh upper / Syntheticoutsole
Brand colour: black 
Brand logo detail
Lace-up closure
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,,Court,,2,Neutral,,A pair of running shoes
HRX by Hrithik Roshan,Women Off White Lace-Up Running Shoes,₹1367,MRP ₹3799,(64% OFF),4.3,4.4k Ratings,"A pair of off white,blue and pink running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Long,Indoor,,2,,Track,
Red Tape,Women Mesh Running Shoes,₹1769,MRP ₹5899,(70% OFF),4.3,2k Ratings,"A pair of black shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,45 days,,Soft,,2,,,
Campus,Women Black Mesh Running Shoes,₹1444,MRP ₹1699,(15% OFF),4.4,6k Ratings,"A pair of black running sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole

Campus's Alexa comes with a smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design.
Underfoot, durable technology defies the odds by being both soft and responsive. It's also ultra-soft and incredibly springy. With every step, the foam responds to your foot by snapping back. The more energy you put into your step, the more you get in return. The lightweight upper gives you plenty of stretch and airflow while you run. It contours to your foot for support with every step. The all-new molding on the heel makes it an eye-catching shoe. It helps keep your foot stable, for an even more secure feel with every stride.

Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,High,30 days,Medium,Outdoor,,,,Road Running,
