Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
Metro,Open Toe Printed Block Heels,₹1094,MRP ₹1990,(45% OFF),4.2,893 Ratings,"A pair of white & pink heels ,has regular ankle and open back
Synthetic printed upper 
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,2 inches,Open Back,Open Toe,Printed,,Regular,Casual,Resin,1 month
ELLE,Gold-Toned Embellished Block Pumps,₹1319,MRP ₹2399,(45% OFF),4.3,765 Ratings,"A Pair of Gold-Toned Pumps ,has Regular Ankle and Closed Back
Synthetic Woven Design Upper with Western - Embellished
Cushioned Footbed
Textured and Patterend Outsole, Has a Block
Warranty: 15 Days",Block,Pumps,3 inches,Closed Back,Pointed Toe,Woven Design,Western - Embellished,Regular,Casual,Resin,15 days
Metro,Embellished Open Toe Kitten Heels,₹1618,MRP ₹2490,(35% OFF),4.4,61 Ratings,"A pair of black embellished kitten heels, open toe, open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a
Warranty: 1 month
Warranty provided by brand/manufacturer",Kitten,Sandals,4 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Denill,Embellished Wedge Heels,₹999,MRP ₹2499,(60% OFF),4.2,80 Ratings,"A pair of copper-toned embellished wedge heels ,has mid-top ankle and backstrap
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,TPU,
Metro,Embellished Open Toe Wedges With Backstrap,₹1614,MRP ₹2690,(40% OFF),4.1,152 Ratings,"A pair of gold-toned heels ,has regular ankle and ankle loop
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedges
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3.5 inches,Ankle Loop,Open Toe,Embellished,Western - Embellished,Regular,Casual,TPR,1 month
Tokyo Talkies,Women White Square Toe Block heels,₹819,MRP ₹1998,(59% OFF),4,2.3k Ratings,"A pair of white sandals ,has regular ankle and open back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days",Block,Sandals,2.5 inches,Open Back,Square Toe,Solid,Western - Embellished,Regular,Casual,PVC,15 days
Shoetopia,Platform Heel Mules,₹899,MRP ₹1999,(55% OFF),4.3,46 Ratings,"A pair of beige Platform Heel Mules,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole",Platform,Mules,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
MOSAC,Women Wedges Heels Sandals,₹749,MRP ₹1499,(50% OFF),4,52 Ratings,"A pair of beige sandals ,has regular ankle and open back
Synthetic leather solid upper 
Cushioned footbed
Textured and patterend outsole, has a platform",Wedge,Sandals,2.5 inches,Open Back,Square Toe,Solid,,Regular,Casual,PVC,
Van Heusen,Textured Block Heel Pumps,₹1579,MRP ₹1999,(21% OFF),4.1,21 Ratings,"A pair of black pumps, has regular ankle and closed back with slip-on closure
Pu textured upper
Cushioned footbed
Textured and patterend outsole
Has a block heel",Block,Pumps,1 inch,Closed Back,Round Toe,Textured,,Regular,Casual,TPR,
Rubeezz,Rose Gold Party High-Top Platform Sandals,₹1119,MRP ₹3999,(Rs. 2880 OFF),4.3,1.1k Ratings,"A pair of rose gold sandals ,has high-top ankle and open back
Synthetic woven design upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,4 inches,Open Back,Peep Toe,Woven Design,Western - Embellished,High-Top,Party,Resin,
Mochi,Textured Block Heel Pumps,₹1618,MRP ₹2490,(35% OFF),4.5,243 Ratings,"A pair of brown textured block heel pumps,has regular ankle and closed back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Pumps,2.5 inches,Closed Back,Square Toe,Textured,Buckles,Regular,Casual,PU,1 month
Bata,Women Muted Gold-Toned Solid Wedge Heels,₹1104,MRP ₹1299,(15% OFF),4.2,637 Ratings,"A pair of gold-toned open toe solid heels, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a comfort heel",Comfort,Sandals,1.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,
Mochi,Black Fashion,₹1014,MRP ₹1690,(40% OFF),4.3,1.4k Ratings,"A pair of black fashion ,has regular ankle and
Synthetic upper
Cushioned footbed
Textured and patterend outsole, has a
Warranty: 1 month",,,2 inches,,,,,Regular,Casual,Resin,1 month
Lavie,Women PU Flatform Sandals,₹999,MRP ₹2499,(60% OFF),3.7,464 Ratings,"A pair of peach-coloured sandals ,has mid-top ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a Flatform",Flatform,Sandals,2 inches,Open Back,Open Toe,Solid,,Mid-Top,Casual,TPR,
Metro,Embellished One Toe Wedges,₹1245,MRP ₹2490,(50% OFF),4.4,186 Ratings,"A pair of gold-toned heels ,has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a wedges
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Casual,Resin,1 month
Marc Loire,Marc LoireTextured Open Toe Wedges With Buckle Closure,₹1597,MRP ₹1699,(6% OFF),3.9,387 Ratings,"A pair of beige heels ,has regular ankle and backstrap
Pu textured upper 
Cushioned footbed
Textured and patterend outsole, has a wedges",Wedge,Sandals,3 inches,Backstrap,Open Toe,Textured,,Regular,Casual,Rubber,
ICONICS,Beige Solid Open Toe Block Sandals,₹849,MRP ₹1699,(50% OFF),4.1,954 Ratings,"A pair of beige Sandals ,has regular ankle and backstrap
Synthetic solid pattern
Cushioned footbed
Textured and patterned outsole, has a block
Warranty: 15 days",Block,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,15 days
Metro,Tan Wedge Sandals with Buckles,₹1259,MRP ₹2290,(45% OFF),4.2,1.4k Ratings,"A pair of tan sandals ,has regular ankle and backstrap
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3.5 inches,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,PU,1 month
Anouk,Women Block Heel Sandals,₹899,MRP ₹2499,(64% OFF),4.1,151 Ratings,"A pair of tan block Sandals ,has mid-top ankle and open back
Pu embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2.5 inches,Open Back,Pointed Toe,Embellished,Ethnic - Embellished,Mid-Top,Casual,TPR,
Lavie,Women Open Toe Block Heel Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),4.4,14 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic leather solid upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Synthetic,
DressBerry,Mules Block Heels,₹1024,MRP ₹2499,(59% OFF),4.2,40 Ratings,"A pair of peach-coloured block ,has regular ankle and closed back
Pu solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 28 days",Block,Mules,2 inches,Closed Back,Pointed Toe,Solid,Western - Embellished,Regular,Casual,PU,28 days
Anouk,White & Pink Embroidered Block Heels,₹699,MRP ₹1899,(Rs. 1200 OFF),4,1.6k Ratings,"A pair of white & pink embroidered block heels ,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Ethnic,PVC,
Retro Walk,Embellished Detail Block Heeled Peep Toes,₹989,MRP ₹2999,(67% OFF),4.1,71 Ratings,"A pair of gold-toned solid embellished detail block heeled peep toes  ,has regular ankle and backstrap
Synthetic leather embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 7 days
Warranty provided by brand/manufacturer",Block,Peep Toes,3 inches,Backstrap,Peep Toe,Solid,Ethnic - Embellished,Regular,Party,TPR,7 days
Mochi,Gold-Toned Embellished Block Sandals,₹1293,MRP ₹1990,(35% OFF),4.2,552 Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Open Back,Round Toe,Embellished,Ethnic - Embellished,Regular,Casual,Resin,1 month
DressBerry,Black Strappy Block Heels,₹899,MRP ₹2499,(64% OFF),4,342 Ratings,"A pair of black heels ,has regular ankle and open back 
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a block heels",Block,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
Shezone,Embellished T-Strap Block Heels,₹999,MRP ₹1999,(50% OFF),4.4,2k Ratings,"A pair of copper-toned block ,has regular ankle and ankle loop
Synthetic solid upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,2.5 inches,Open Back,Open Toe,Embellished,,Regular,Casual,Rubber,1 month
DressBerry,Black Embellished Open Toe Block Heels,₹849,MRP ₹2199,(Rs. 1350 OFF),4.1,159 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic leather embellished upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,1.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Rubber,
ICONICS,Beige Wedge Sandals,₹764,MRP ₹1699,(55% OFF),4,1.2k Ratings,"A pair of beige sandals ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 15 days",Wedge,,2 inches,Backstrap,Round Toe,Solid,Buckles,Regular,Casual,Synthetic,15 days
DressBerry,Black Open Toe Flatform Heels,₹874,MRP ₹2499,(65% OFF),3.8,2.1k Ratings,"A pair of black sandals ,has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a flatform heels",Flatform,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,
Metro,Black & Grey Colourblocked Block Heels,₹1014,MRP ₹1690,(40% OFF),4.3,1.1k Ratings,"A pair of black and grey Heels ,has regular ankle and backstrap
Synthetic colourblocked upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by Brand/Manufacturer",Block,Sandals,2 inches,Backstrap,Open Toe,Colourblocked,,Regular,Casual,Resin,1 month
Mast & Harbour,Black Square Toe Block Heels,₹899,MRP ₹1799,(50% OFF),4.1,852 Ratings,"A pair of black heels,has regular ankle and ankle loop
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2 inches,Ankle Loop,Square Toe,Solid,,Regular,Casual,Resin,
Monrow,Open Toe Flatform Heels,₹1891,MRP ₹2199,(14% OFF),4.4,60 Ratings,"A pair of beige open toe heels, has regular ankle and open back
Pu solid upper 
Cushioned footbed
Textured and patterend outsole, has a flatform
Warranty: 1 month
Warranty provided by brand manufacturer",Flatform,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,1 month
Shoetopia,Embellished Open Toe Slim Heels,₹899,MRP ₹1999,(55% OFF),4.2,42 Ratings,"A pair of gold-toned embellished open toe slim heels ,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterend outsole, has a slim heeled",Slim,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,
Metro,Open Toe Wedge Heels,₹1259,MRP ₹2290,(45% OFF),4.5,550 Ratings,"A pair of pink sandals ,has regular ankle and backstrap
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month",Wedge,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PU,1 month
Shezone,Embellished Block Heels,₹1099,MRP ₹1999,(45% OFF),4.2,400 Ratings,"A pair of gold-toned embellished block heels,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Peep Toes,2.5 inches,Open Back,Peep Toe,Embellished,Western - Embellished,Regular,Party,Rubber,1 month
Mochi,Women Gold-Toned Embellished Heels,₹1014,MRP ₹1690,(40% OFF),4.2,637 Ratings,"A pair of gold-toned open toe sandals, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,2 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Casual,Resin,1 month
Mochi,Black Kitten Peep Toes,₹1293,MRP ₹1990,(35% OFF),4.4,781 Ratings,"A pair of black peep toes ,has regular ankle and closed back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month
Warranty provided by brand/manufacturer",Kitten,Peep Toes,2 inches,Closed Back,Peep Toe,Solid,Western - Embellished,Regular,Casual,Resin,1 month
Lavie,Women Solid Open Toe Platform Sandals,₹999,MRP ₹2499,(60% OFF),3.7,468 Ratings,"A pair of white sandals ,has regualr ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,
T.ELEVEN,Embellished Pointed Toe Block Heels Pumps,₹1199,MRP ₹2599,(Rs. 1400 OFF),3.9,65 Ratings,"A pair of off white embellished pointed toe block heel pumps, has regular ankle and backstrap
Synthetic upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,3 inches,Backstrap,Pointed Toe,Solid,Western - Embellished,Regular,Casual,Neolite,
Metro,Black Block Pumps With Western Embellishments,₹1488,MRP ₹2290,(35% OFF),4.3,452 Ratings,"A pair of black pumps ,has regular ankle and ankle loop
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Pumps,3.5 inches,Ankle Loop,Open Toe,Solid,Western - Embellished,Regular,Party,Resin,1 month
Shoetopia,Embellished Party Open Toe Block Heels,₹899,MRP ₹1999,(55% OFF),3.8,242 Ratings,"A pair of white heels ,has regular ankle and open back 
Synthetic embellished upper with western - embellished 
Cushioned footbed
Textured and patterend outsole, has a block heeled",Block,Sandals,1.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Monrow,Women Black Textured Sandals,₹1295,MRP ₹1799,(28% OFF),4.2,1k Ratings,"A pair of black open-toe sandals, has regular styling, open back detail
Synthetic textured upper
Cushioned footbed
Textured and patterned outsole, has a slim heel
Warranty: 60 days
Warranty provided by brand/manufacturer",Slim,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Synthetic,2 months
Metro,Open-Toe Wedge Heels,₹1194,MRP ₹1990,(40% OFF),4.4,784 Ratings,"A pair of heels,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterned outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,1 month
Anouk,Women Textured Wedge Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),4.3,25 Ratings,"A pair of copper-toned sandals ,has mid-top ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month",Wedge,Sandals,2 inches,Open Back,Open Toe,Textured,,Mid-Top,Party,PVC,1 month
JM Looks,Embellished Peep Toe Block Heeled Pumps,₹1197,MRP ₹1995,(40% OFF),4.1,302 Ratings,"A pair of black pumps ,has regular ankle and backstraps
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Pumps,3 inches,Backstrap,Peep Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Mochi,Peach-Coloured Embellished Block Sandals,₹894,MRP ₹1490,(40% OFF),4,366 Ratings,"A pair of peach-coloured sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
DressBerry,PU Stiletto Pumps with Bows,₹1024,MRP ₹2499,(59% OFF),4,76 Ratings,"A pair of cream-coloured pumps ,has regular ankle and backstrap
Pu solid upper with bows
Cushioned footbed
Textured and patterend outsole, has a stiletto
Warranty: 28 days",Stiletto,Pumps,2 inches,Backstrap,Pointed Toe,Solid,Bows,Regular,Casual,PU,28 days
Marc Loire,Women Cream-Coloured Solid Pumps,₹1197,MRP ₹2495,(52% OFF),4,6.7k Ratings,"A pair of cream-coloured pointed toe pumps, has regular styling, backstrap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 6 months
Warranty provided by brand/ manufacturer",Block,Pumps,2 inches,Backstrap,Pointed Toe,Solid,,Regular,Casual,Rubber,6 months
